time	V(vout)	Ix(xinv_20_1@0:y_c17530)
2.498724835300761e-08	5.841704e-05	-1.097270e-06
2.502631085300761e-08	-5.193505e-05	1.039462e-06
2.506537335300761e-08	5.639136e-05	-9.769622e-07
2.510443585300761e-08	-5.013030e-05	9.212487e-07
2.514349835300761e-08	5.443242e-05	-8.610046e-07
2.518256085300761e-08	-4.838505e-05	8.073122e-07
2.522162335300761e-08	5.253803e-05	-7.492447e-07
2.526068585300761e-08	-4.669734e-05	6.975022e-07
2.529974835300761e-08	5.070605e-05	-6.415352e-07
2.533881085300761e-08	-4.506526e-05	5.916739e-07
2.537787335300761e-08	4.893444e-05	-5.377339e-07
2.541693585300761e-08	-4.348697e-05	4.896876e-07
2.545599835300761e-08	4.722119e-05	-4.377036e-07
2.549506085300761e-08	-4.196071e-05	3.914086e-07
2.553412335300761e-08	4.556440e-05	-3.413124e-07
2.557318585300761e-08	-4.048476e-05	2.967070e-07
2.561224835300761e-08	4.396218e-05	-2.484325e-07
2.565131085300761e-08	-3.905746e-05	2.054574e-07
2.569037335300761e-08	4.241275e-05	-1.589410e-07
2.572943585300760e-08	-3.767719e-05	1.175389e-07
2.576849835300760e-08	4.091437e-05	-7.271933e-08
2.580756085300760e-08	-3.634243e-05	3.283501e-08
2.584662335300760e-08	3.946536e-05	1.034702e-08
2.588568585300760e-08	-3.505165e-05	-4.876680e-08
2.592474835300760e-08	3.806409e-05	9.036840e-08
2.596381085300760e-08	-3.380342e-05	-1.273750e-07
2.600287335300760e-08	3.670899e-05	1.674513e-07
2.604193585300760e-08	-3.259633e-05	-2.030943e-07
2.608099835300760e-08	3.539854e-05	2.416984e-07
2.612006085300760e-08	-3.142902e-05	-2.760256e-07
2.615912335300760e-08	3.413127e-05	3.132088e-07
2.619818585300760e-08	-3.030020e-05	-3.462663e-07
2.623724835300760e-08	3.290576e-05	3.820782e-07
2.627631085300760e-08	-2.920859e-05	-4.139103e-07
2.631537335300760e-08	3.172064e-05	4.483986e-07
2.635000000000000e-08	-2.805407e-05	-4.831111e-07
2.635303063946973e-08	-6.264471e-03	6.778774e-05
2.635909191840918e-08	-1.837138e-02	7.017913e-05
2.637121447628810e-08	-3.788566e-02	4.432564e-05
2.638678401176412e-08	-1.703658e-02	-1.304482e-04
2.640736026609435e-08	1.216681e-01	-3.353667e-04
2.643286599212148e-08	5.084253e-01	-7.218825e-04
2.645000000000001e-08	9.024327e-01	-9.694591e-04
2.645171340078786e-08	9.494845e-01	-1.035205e-03
2.645514020236356e-08	1.043425e+00	-1.054602e-03
2.646199380551497e-08	1.227300e+00	-1.030809e-03
2.647459408735122e-08	1.553045e+00	-1.028016e-03
2.649979465102370e-08	2.164305e+00	-9.628818e-04
2.653885715102370e-08	2.987918e+00	-8.403626e-04
2.657791965102370e-08	3.622640e+00	-6.223520e-04
2.661698215102370e-08	4.009428e+00	-5.247931e-04
2.664454181207320e-08	4.191036e+00	-4.071136e-04
2.667081999770243e-08	4.374000e+00	-3.191993e-04
2.669890892376163e-08	4.566572e+00	-1.953585e-04
2.673168672356942e-08	4.731546e+00	-1.425585e-04
2.676688480025032e-08	4.841916e+00	-6.530595e-05
2.680594730025031e-08	4.913332e+00	-5.430117e-05
2.684500980025031e-08	4.952123e+00	-1.252076e-05
2.688407230025031e-08	4.974002e+00	-2.363994e-05
2.692313480025031e-08	4.985463e+00	3.126058e-06
2.696219730025031e-08	4.992309e+00	-1.375795e-05
2.700125980025031e-08	4.995510e+00	7.315135e-06
2.704032230025031e-08	4.997807e+00	-1.025351e-05
2.707938480025031e-08	4.998531e+00	8.058819e-06
2.711844730025031e-08	4.999457e+00	-8.692775e-06
2.715750980025031e-08	4.999436e+00	7.781012e-06
2.719657230025031e-08	4.999941e+00	-7.745016e-06
2.723563480025031e-08	4.999711e+00	7.227665e-06
2.727469730025031e-08	5.000088e+00	-6.998286e-06
2.731375980025031e-08	4.999797e+00	6.614128e-06
2.735282230025031e-08	5.000130e+00	-6.336612e-06
2.739188480025031e-08	4.999825e+00	6.002789e-06
2.743094730025031e-08	5.000140e+00	-5.720342e-06
2.747000980025031e-08	4.999837e+00	5.411036e-06
2.750907230025031e-08	5.000140e+00	-5.136063e-06
2.754813480025031e-08	4.999843e+00	4.843145e-06
2.758719730025031e-08	5.000137e+00	-4.578907e-06
2.762625980025031e-08	4.999848e+00	4.299532e-06
2.766532230025031e-08	5.000134e+00	-4.046592e-06
2.770438480025031e-08	4.999852e+00	3.779512e-06
2.774344730025031e-08	5.000131e+00	-3.537653e-06
2.778250980025031e-08	4.999856e+00	3.282115e-06
2.782157230025031e-08	5.000127e+00	-3.050904e-06
2.786063480025030e-08	4.999860e+00	2.806323e-06
2.789969730025030e-08	5.000124e+00	-2.585284e-06
2.793875980025030e-08	4.999864e+00	2.351144e-06
2.797782230025030e-08	5.000120e+00	-2.139808e-06
2.801688480025030e-08	4.999867e+00	1.915628e-06
2.805594730025030e-08	5.000117e+00	-1.713544e-06
2.809500980025030e-08	4.999871e+00	1.498874e-06
2.813407230025030e-08	5.000113e+00	-1.305610e-06
2.817313480025030e-08	4.999875e+00	1.100021e-06
2.821219730025030e-08	5.000111e+00	-9.151699e-07
2.825125980025030e-08	4.999878e+00	7.182582e-07
2.829032230025030e-08	5.000107e+00	-5.414318e-07
2.832938480025030e-08	4.999882e+00	3.528110e-07
2.836844730025030e-08	5.000104e+00	-1.836422e-07
2.840750980025030e-08	4.999885e+00	2.946270e-09
2.844657230025030e-08	5.000101e+00	1.589137e-07
2.848563480025030e-08	4.999888e+00	-3.320325e-07
2.852469730025030e-08	5.000098e+00	4.869146e-07
2.856375980025030e-08	4.999892e+00	-6.527870e-07
2.860282230025030e-08	5.000095e+00	8.010055e-07
2.864188480025030e-08	4.999895e+00	-9.599457e-07
2.868094730025030e-08	5.000093e+00	1.101799e-06
2.872000980025030e-08	4.999899e+00	-1.252759e-06
2.875907230025030e-08	5.000093e+00	1.391957e-06
2.879813480025030e-08	4.999905e+00	-1.533022e-06
2.883719730025030e-08	5.000092e+00	1.668392e-06
2.887625980025029e-08	4.999909e+00	-1.802325e-06
2.891532230025029e-08	5.000089e+00	1.932597e-06
2.895438480025029e-08	4.999912e+00	-2.060533e-06
2.899344730025029e-08	5.000087e+00	2.185497e-06
2.903250980025029e-08	4.999914e+00	-2.309083e-06
2.907157230025029e-08	5.000082e+00	2.425864e-06
2.911063480025029e-08	4.999914e+00	-2.547419e-06
2.914969730025029e-08	5.000077e+00	2.657389e-06
2.918875980025029e-08	4.999916e+00	-2.774941e-06
2.922782230025029e-08	5.000075e+00	2.879676e-06
2.926688480025029e-08	4.999918e+00	-2.992651e-06
2.930594730025029e-08	5.000072e+00	3.092759e-06
2.934500980025029e-08	4.999921e+00	-3.201126e-06
2.938407230025029e-08	5.000070e+00	3.296916e-06
2.942313480025029e-08	4.999923e+00	-3.400799e-06
2.946219730025029e-08	5.000068e+00	3.492487e-06
2.950125980025029e-08	4.999926e+00	-3.592048e-06
2.954032230025029e-08	5.000065e+00	3.679817e-06
2.957938480025029e-08	4.999928e+00	-3.775225e-06
2.961844730025029e-08	5.000063e+00	3.859241e-06
2.965750980025029e-08	4.999930e+00	-3.950662e-06
2.969657230025029e-08	5.000061e+00	4.031081e-06
2.973563480025029e-08	4.999933e+00	-4.118673e-06
2.977469730025029e-08	5.000059e+00	4.195644e-06
2.981375980025029e-08	4.999935e+00	-4.279559e-06
2.985282230025029e-08	5.000057e+00	4.353224e-06
2.989188480025029e-08	4.999937e+00	-4.433606e-06
2.993094730025029e-08	5.000055e+00	4.504100e-06
2.997000980025029e-08	4.999939e+00	-4.581088e-06
3.000907230025029e-08	5.000053e+00	4.648539e-06
3.004813480025029e-08	4.999941e+00	-4.722267e-06
3.008719730025029e-08	5.000051e+00	4.786797e-06
3.012625980025029e-08	4.999944e+00	-4.857390e-06
3.016532230025029e-08	5.000050e+00	4.919117e-06
3.020438480025029e-08	4.999946e+00	-4.986696e-06
3.024344730025029e-08	5.000048e+00	5.045732e-06
3.028250980025028e-08	4.999948e+00	-5.110413e-06
3.032157230025028e-08	5.000046e+00	5.166863e-06
3.036063480025028e-08	4.999949e+00	-5.228757e-06
3.039969730025028e-08	5.000044e+00	5.282724e-06
3.043875980025028e-08	4.999951e+00	-5.341937e-06
3.047782230025028e-08	5.000043e+00	5.393517e-06
3.051688480025028e-08	4.999953e+00	-5.450150e-06
3.055594730025028e-08	5.000041e+00	5.499438e-06
3.059500980025028e-08	4.999955e+00	-5.553587e-06
3.063407230025028e-08	5.000040e+00	5.600671e-06
3.067313480025028e-08	4.999957e+00	-5.652430e-06
3.071219730025028e-08	5.000038e+00	5.697394e-06
3.075125980025028e-08	4.999958e+00	-5.746852e-06
3.079032230025028e-08	5.000037e+00	5.789778e-06
3.082938480025028e-08	4.999959e+00	-5.837020e-06
3.086844730025028e-08	5.000035e+00	5.877985e-06
3.090750980025028e-08	4.999961e+00	-5.923093e-06
3.094657230025028e-08	5.000034e+00	5.962172e-06
3.098563480025028e-08	4.999963e+00	-6.005223e-06
3.102469730025028e-08	5.000032e+00	6.042488e-06
3.106375980025028e-08	4.999964e+00	-6.083558e-06
3.110282230025028e-08	5.000031e+00	6.119076e-06
3.114188480025028e-08	4.999966e+00	-6.158237e-06
3.118094730025028e-08	5.000030e+00	6.192073e-06
3.122000980025028e-08	4.999967e+00	-6.229395e-06
3.125907230025028e-08	5.000029e+00	6.261612e-06
3.129813480025028e-08	4.999969e+00	-6.297159e-06
3.133719730025027e-08	5.000028e+00	6.327818e-06
3.137625980025027e-08	4.999970e+00	-6.361655e-06
3.140000000000000e-08	5.000026e+00	6.410300e-06
3.140237401997497e-08	5.006346e+00	-8.141904e-05
3.140712205992492e-08	5.019518e+00	-9.398194e-05
3.141661813982481e-08	5.044398e+00	-7.464328e-05
3.143381845464076e-08	5.056275e+00	2.672414e-05
3.145964572799374e-08	4.964527e+00	1.978817e-04
3.148729547887768e-08	4.703712e+00	4.003727e-04
3.150000000000000e-08	4.507881e+00	5.676821e-04
3.150127045211224e-08	4.483951e+00	5.904157e-04
3.150381135633670e-08	4.436065e+00	5.994699e-04
3.150889316478563e-08	4.342941e+00	6.020218e-04
3.151905678168349e-08	4.170660e+00	6.240180e-04
3.153938401547921e-08	3.841776e+00	6.141230e-04
3.156785816961727e-08	3.400353e+00	6.287753e-04
3.160692066961727e-08	2.822280e+00	6.095634e-04
3.164598316961727e-08	2.281778e+00	6.130452e-04
3.168504566961727e-08	1.817353e+00	5.874186e-04
3.172410816961727e-08	1.426633e+00	5.449230e-04
3.175360176661485e-08	1.166724e+00	4.617911e-04
3.178694293562797e-08	8.754806e-01	3.489892e-04
3.182600543562797e-08	5.931093e-01	2.488211e-04
3.186292536313187e-08	3.914216e-01	1.585924e-04
3.190198786313187e-08	2.471255e-01	1.109805e-04
3.194105036313187e-08	1.551472e-01	6.169792e-05
3.198011286313187e-08	9.682084e-02	4.745371e-05
3.201917536313187e-08	6.048444e-02	2.115490e-05
3.205823786313187e-08	3.754121e-02	2.167212e-05
3.209730036313187e-08	2.347071e-02	5.103712e-06
3.213636286313187e-08	1.447664e-02	1.149882e-05
3.217542536313187e-08	9.114629e-03	-1.100294e-06
3.221448786313187e-08	5.553018e-03	7.499730e-06
3.225355036313187e-08	3.562360e-03	-3.454214e-06
3.229261286313187e-08	2.105050e-03	5.903250e-06
3.233167536313187e-08	1.415981e-03	-4.315692e-06
3.237073786313187e-08	7.740788e-04	5.238061e-06
3.240980036313186e-08	5.856212e-04	-4.601049e-06
3.244886286313186e-08	2.611960e-04	4.934245e-06
3.248792536313186e-08	2.640536e-04	-4.664707e-06
3.252698786313186e-08	6.405605e-05	4.770738e-06
3.256605036313186e-08	1.384427e-04	-4.644059e-06
3.260511286313186e-08	-1.112609e-05	4.663020e-06
3.264417536313186e-08	8.982398e-05	-4.591413e-06
3.268323786313186e-08	-3.779824e-05	4.579163e-06
3.272230036313186e-08	7.085514e-05	-4.528898e-06
3.276136286313186e-08	-4.708459e-05	4.505202e-06
3.280042536313186e-08	6.254427e-05	-4.463673e-06
3.283948786313186e-08	-4.974045e-05	4.436005e-06
3.287855036313186e-08	5.836236e-05	-4.398351e-06
3.291761286313186e-08	-4.987623e-05	4.369577e-06
3.295667536313186e-08	5.579706e-05	-4.333920e-06
3.299573786313186e-08	-4.907051e-05	4.305129e-06
3.303480036313186e-08	5.388208e-05	-4.270735e-06
3.307386286313186e-08	-4.792908e-05	4.242338e-06
3.311292536313186e-08	5.224519e-05	-4.208914e-06
3.315198786313186e-08	-4.668393e-05	4.181060e-06
3.319105036313186e-08	5.074252e-05	-4.148480e-06
3.323011286313186e-08	-4.542344e-05	4.121219e-06
3.326917536313186e-08	4.931796e-05	-4.089425e-06
3.330823786313186e-08	-4.418082e-05	4.062764e-06
3.334730036313186e-08	4.794913e-05	-4.031723e-06
3.338636286313186e-08	-4.296812e-05	4.005659e-06
3.342542536313186e-08	4.662665e-05	-3.975347e-06
3.346448786313185e-08	-4.178926e-05	3.949870e-06
3.350355036313185e-08	4.534617e-05	-3.920266e-06
3.354261286313185e-08	-4.064507e-05	3.895364e-06
3.358167536313185e-08	4.410527e-05	-3.866451e-06
3.362073786313185e-08	-3.953521e-05	3.842111e-06
3.365980036313185e-08	4.290232e-05	-3.813872e-06
3.369886286313185e-08	-3.845890e-05	3.790082e-06
3.373792536313185e-08	4.173600e-05	-3.762500e-06
3.377698786313185e-08	-3.741523e-05	3.739246e-06
3.381605036313185e-08	4.060511e-05	-3.712305e-06
3.385511286313185e-08	-3.640325e-05	3.689576e-06
3.389417536313185e-08	3.950858e-05	-3.663260e-06
3.393323786313185e-08	-3.542201e-05	3.641043e-06
3.397230036313185e-08	3.844533e-05	-3.615337e-06
3.401136286313185e-08	-3.447057e-05	3.593619e-06
3.405042536313185e-08	3.741436e-05	-3.568508e-06
3.408948786313185e-08	-3.354802e-05	3.547278e-06
3.412855036313185e-08	3.641467e-05	-3.522747e-06
3.416761286313185e-08	-3.265349e-05	3.501993e-06
3.420667536313185e-08	3.544530e-05	-3.478028e-06
3.424573786313185e-08	-3.178612e-05	3.457739e-06
3.428480036313185e-08	3.450535e-05	-3.434325e-06
3.432386286313185e-08	-3.094507e-05	3.414489e-06
3.436292536313185e-08	3.359390e-05	-3.391612e-06
3.440198786313185e-08	-3.012956e-05	3.372220e-06
3.444105036313185e-08	3.271009e-05	-3.349867e-06
3.448011286313185e-08	-2.933878e-05	3.330906e-06
3.451917536313184e-08	3.185308e-05	-3.309064e-06
3.455823786313184e-08	-2.857200e-05	3.290524e-06
3.459730036313184e-08	3.102204e-05	-3.269179e-06
3.463636286313184e-08	-2.782847e-05	3.251051e-06
3.467542536313184e-08	3.021618e-05	-3.230191e-06
3.471448786313184e-08	-2.710748e-05	3.212463e-06
3.475355036313184e-08	2.943474e-05	-3.192076e-06
3.479261286313184e-08	-2.640834e-05	3.174739e-06
3.483167536313184e-08	2.867696e-05	-3.154813e-06
3.487073786313184e-08	-2.573038e-05	3.137857e-06
3.490980036313184e-08	2.794212e-05	-3.118379e-06
3.494886286313184e-08	-2.507296e-05	3.101795e-06
3.498792536313184e-08	2.722952e-05	-3.082754e-06
3.502698786313184e-08	-2.443543e-05	3.066533e-06
3.506605036313184e-08	2.653847e-05	-3.047918e-06
3.510511286313184e-08	-2.381721e-05	3.032050e-06
3.514417536313184e-08	2.586832e-05	-3.013849e-06
3.518323786313184e-08	-2.321768e-05	2.998326e-06
3.522230036313184e-08	2.521843e-05	-2.980529e-06
3.526136286313184e-08	-2.263628e-05	2.965342e-06
3.530042536313184e-08	2.458818e-05	-2.947939e-06
3.533948786313184e-08	-2.207245e-05	2.933079e-06
3.537855036313184e-08	2.397696e-05	-2.916059e-06
3.541761286313184e-08	-2.152565e-05	2.901518e-06
3.545667536313184e-08	2.338419e-05	-2.884871e-06
3.549573786313184e-08	-2.099537e-05	2.870641e-06
3.553480036313183e-08	2.280930e-05	-2.854358e-06
3.557386286313183e-08	-2.048108e-05	2.840430e-06
3.561292536313183e-08	2.225175e-05	-2.824502e-06
3.565198786313183e-08	-1.998230e-05	2.810869e-06
3.569105036313183e-08	2.171101e-05	-2.795285e-06
3.573011286313183e-08	-1.949855e-05	2.781941e-06
3.576917536313183e-08	2.118654e-05	-2.766692e-06
3.580823786313183e-08	-1.902938e-05	2.753628e-06
3.584730036313183e-08	2.067787e-05	-2.738706e-06
3.588636286313183e-08	-1.857433e-05	2.725915e-06
3.592542536313183e-08	2.018450e-05	-2.711311e-06
3.596448786313183e-08	-1.813297e-05	2.698785e-06
3.600355036313183e-08	1.970596e-05	-2.684491e-06
3.604261286313183e-08	-1.770487e-05	2.672225e-06
3.608167536313183e-08	1.924179e-05	-2.658233e-06
3.612073786313183e-08	-1.728963e-05	2.646219e-06
3.615980036313183e-08	1.879156e-05	-2.632520e-06
3.619886286313183e-08	-1.688686e-05	2.620753e-06
3.623792536313183e-08	1.835483e-05	-2.607339e-06
3.627698786313183e-08	-1.649616e-05	2.595811e-06
3.631605036313183e-08	1.793119e-05	-2.582676e-06
3.635511286313183e-08	-1.611717e-05	2.571381e-06
3.639417536313183e-08	1.752024e-05	-2.558517e-06
3.643323786313183e-08	-1.574953e-05	2.547449e-06
3.647230036313183e-08	1.712159e-05	-2.534848e-06
3.651136286313183e-08	-1.539289e-05	2.524002e-06
3.655042536313183e-08	1.673485e-05	-2.511657e-06
3.658948786313182e-08	-1.504690e-05	2.501027e-06
3.662855036313182e-08	1.635966e-05	-2.488932e-06
3.665000000000001e-08	-1.450829e-05	2.469467e-06
3.665214496368682e-08	-4.474573e-03	6.699096e-05
3.665643489106046e-08	-1.325982e-02	7.332677e-05
3.666501474580773e-08	-3.028087e-02	6.586600e-05
3.668217445530228e-08	-3.184026e-02	-5.435528e-05
3.670104268677626e-08	6.442431e-02	-2.946385e-04
3.671878521500687e-08	2.568347e-01	-4.613076e-04
3.675000000000001e-08	8.822324e-01	-9.825781e-04
3.675312147849932e-08	9.680701e-01	-1.041072e-03
3.675936443549795e-08	1.137998e+00	-1.046917e-03
3.677185034949520e-08	1.465267e+00	-1.021661e-03
3.679561569560631e-08	2.050211e+00	-9.855371e-04
3.683467819560631e-08	2.893519e+00	-8.532843e-04
3.687374069560631e-08	3.557292e+00	-6.528056e-04
3.691280319560631e-08	3.970664e+00	-5.303560e-04
3.694189292508342e-08	4.170241e+00	-4.264830e-04
3.696806922492598e-08	4.348884e+00	-3.286752e-04
3.699679199206443e-08	4.548872e+00	-2.081250e-04
3.702830163657799e-08	4.714592e+00	-1.466077e-04
3.706275506218273e-08	4.829715e+00	-7.488909e-05
3.710181756218273e-08	4.906638e+00	-5.411249e-05
3.714088006218273e-08	4.948391e+00	-1.756502e-05
3.717994256218273e-08	4.972000e+00	-2.166088e-05
3.721900506218273e-08	4.984319e+00	-1.787760e-07
3.725806756218273e-08	4.991723e+00	-1.153618e-05
3.729713006218273e-08	4.995144e+00	4.836867e-06
3.733619256218273e-08	4.997648e+00	-8.245590e-06
3.737525506218273e-08	4.998404e+00	6.112660e-06
3.741431756218273e-08	4.999426e+00	-7.022840e-06
3.745338006218273e-08	4.999388e+00	6.267300e-06
3.749244256218273e-08	4.999958e+00	-6.428631e-06
3.753150506218273e-08	4.999688e+00	6.090530e-06
3.757056756218273e-08	5.000113e+00	-6.033116e-06
3.760963006218273e-08	4.999779e+00	5.824033e-06
3.764869256218272e-08	5.000157e+00	-5.704110e-06
3.768775506218272e-08	4.999812e+00	5.539067e-06
3.772681756218272e-08	5.000167e+00	-5.402138e-06
3.776588006218272e-08	4.999825e+00	5.253120e-06
3.780494256218272e-08	5.000167e+00	-5.113833e-06
3.784400506218272e-08	4.999833e+00	4.972270e-06
3.788306756218272e-08	5.000163e+00	-4.834933e-06
3.792213006218272e-08	4.999838e+00	4.698214e-06
3.796119256218272e-08	5.000159e+00	-4.564049e-06
3.800025506218272e-08	4.999843e+00	4.431336e-06
3.803931756218272e-08	5.000154e+00	-4.300652e-06
3.807838006218272e-08	4.999848e+00	4.171639e-06
3.811744256218272e-08	5.000150e+00	-4.044468e-06
3.815650506218272e-08	4.999852e+00	3.919006e-06
3.819556756218272e-08	5.000145e+00	-3.795303e-06
3.823463006218272e-08	4.999856e+00	3.673293e-06
3.827369256218272e-08	5.000140e+00	-3.554777e-06
3.831275506218272e-08	4.999856e+00	3.431112e-06
3.835181756218272e-08	5.000132e+00	-3.320927e-06
3.839088006218272e-08	4.999858e+00	3.197499e-06
3.842994256218272e-08	5.000126e+00	-3.092029e-06
3.846900506218272e-08	4.999862e+00	2.971093e-06
3.850806756218272e-08	5.000122e+00	-2.869053e-06
3.854713006218272e-08	4.999866e+00	2.751222e-06
3.858619256218272e-08	5.000119e+00	-2.652181e-06
3.862525506218272e-08	4.999870e+00	2.537582e-06
3.866431756218272e-08	5.000115e+00	-2.441367e-06
3.870338006218271e-08	4.999874e+00	2.329982e-06
3.874244256218271e-08	5.000112e+00	-2.236494e-06
3.878150506218271e-08	4.999877e+00	2.128265e-06
3.882056756218271e-08	5.000108e+00	-2.037430e-06
3.885963006218271e-08	4.999881e+00	1.932285e-06
3.889869256218271e-08	5.000105e+00	-1.844038e-06
3.893775506218271e-08	4.999885e+00	1.741904e-06
3.897681756218271e-08	5.000102e+00	-1.656181e-06
3.901588006218271e-08	4.999888e+00	1.556985e-06
3.905494256218271e-08	5.000099e+00	-1.473726e-06
3.909400506218271e-08	4.999891e+00	1.377395e-06
3.913306756218271e-08	5.000096e+00	-1.296540e-06
3.917213006218271e-08	4.999895e+00	1.203005e-06
3.921119256218271e-08	5.000093e+00	-1.124494e-06
3.925025506218271e-08	4.999897e+00	1.033686e-06
3.928931756218271e-08	5.000090e+00	-9.574635e-07
3.932838006218271e-08	4.999901e+00	8.693139e-07
3.936744256218271e-08	5.000088e+00	-7.953229e-07
3.940650506218271e-08	4.999904e+00	7.097659e-07
3.944556756218271e-08	5.000085e+00	-6.379514e-07
3.948463006218271e-08	4.999907e+00	5.549222e-07
3.952369256218271e-08	5.000082e+00	-4.852300e-07
3.956275506218271e-08	4.999909e+00	4.046653e-07
3.960181756218271e-08	5.000080e+00	-3.370428e-07
3.964088006218271e-08	4.999912e+00	2.588804e-07
3.967994256218271e-08	5.000077e+00	-1.932757e-07
3.971900506218271e-08	4.999915e+00	1.174551e-07
3.975806756218270e-08	5.000075e+00	-5.381749e-08
3.979713006218270e-08	4.999918e+00	-1.972076e-08
3.983619256218270e-08	5.000072e+00	8.144070e-08
3.987525506218270e-08	4.999920e+00	-1.527546e-07
3.991431756218270e-08	5.000071e+00	2.126054e-07
3.995338006218270e-08	4.999923e+00	-2.817518e-07
3.999244256218270e-08	5.000068e+00	3.397808e-07
4.000000000000000e-08	4.999928e+00	-6.577783e-07
